OBJECTID,GIS_ID,NAME,ALPHA_CODE,PARK_CODE,LOCATION,AQUIRED,TRANS_DC,SOURCE,RESERVE,LABEL,Shape_Length,Shape_Area,SQUARE,SUFFIX,LOT,SSL,PAR
297,Nps_262,Triangle,NACC,876,"New York Ave. & L St., NW",1,,NPS,178,,136.816516186436,827.014479782789,0000,,0000,RES 01780000,
298,Nps_238,Triangle,NACC,876,Rhode Island Ave. & M St. NW,1,,NPS,151,,107.309000272655,305.039274636358,0000,,0000,RES 01510000,
299,Nps_229,Triangle,NACC,876,"Connecticut Ave., Between 18th & M Sts., NW",1,,NPS,150,,108.656850494701,479.690679850876,0000,,0000,RES 01500000,
300,Nps_223,Triangle,NACC,876,"Connecticut Ave., Between 18th & N Sts., NW",8,,NPS,150A,,36.6447570085654,63.2608879739694,0000,,0000,RES 150A0000,
301,Nps_241,Center Parking,NACC,876,"New York Ave., Between New Jersey Ave. & 3rd St.,",8,,NPS,179,,66.9182133956557,256.858965340416,0000,,0000,RES 01790000,
302,Nps_213,Triangle,NACC,862,"East Of Scott Circle, Massachusetts & Rhode Island Ave.","1, 8",,NPS,064,,326.45092692725,942.281719356744,0000,,0000,RES 00640000,
303,Nps_215,Triangle,NACC,862,"South Of Res. 64 At Massachusetts Ave., NW",8,,NPS,064B,,71.1851582995066,199.666960993331,0000,,0000,RES 064A0000,
304,Nps_226,Triangle,NACC,862,"North Of Res. 64 At Rhode Island Ave., NW",8,,NPS,064A,,72.5688534768729,206.710288036512,0000,,0000,RES 064B0000,
305,Nps_003,Battleground National Cemetery,ROCR,858,"Georgia Ave., Between Whittier Pl. & Van Buren St.",9,,NPS,568,Battleground National Cemetery,252.756241415759,4014.39870474779,2971,,0000,RES 05680000,
306,,,,,"New Hampshire Ave. between 25th & H Sts., NW ",<Null>,1969-06-30T00:00:00.000Z,NPS,135,,37.7812906864689,55.0634113084948,0031,,0000,RES 01350000,
307,,,,,"New Hampshire Ave., south of H St., NW",<Null>,,NPS,26I,,41.2718818947281,72.8939761731264,0031,,0000,RES 026I0000,
308,,,NAMA,,"above Massachusetts Ave., between 5th & I Sts., NW",<Null>,,NPS,74,,135.700514955226,754.559866950271,0000,,0000,RES 00740000,
309,Nps_131,Bryce Park,ROCR,893,"Massachusetts Ave., Between Wisconsin Ave. & Garfield St., NW",6,,NPS,700,Bryce Park,236.284558246642,2391.9492380892,1928,,0000,RES 07000000,
310,Nps_128,Glover Parkway & Children's Playground,ROCR,836,"New Mexico Ave. & Cathedral Ave., NW","6, 7, 8, 10",,NPS,351E,Glover Parkway & Children's Playground,633.201783550594,14630.3479315443,PAR ,,0007,PAR 03040007,0304
311,Nps_127,Glover Parkway & Children's Playground,ROCR,836,"New Mexico Ave., & 42nd St., NW","7, 8, 10",,NPS,351F,Glover Parkway & Children's Playground,965.171104744308,29218.1002527325,PAR ,,0008,PAR 03040008,0304
312,Nps_520,Center Parking,ROCR,892,"Rock Creek Dr., Between Edgevale Terr. & Normanstone Dr.",8,,NPS,338,,226.546969592389,3165.92730412037,2140,,0000,RES 03380000,
313,Nps_135,National Zoo Entrance,ROCR,821,"Harvard St. Entrance, NW",6,,NPS,516,National Zoo Entrance,165.442196769093,897.161828796781,2587,,0000,RES 05160000,
314,Nps_198,Triangle,NACC,862,"Florida Ave. & 22nd St., NW",8,,NPS,057D,,210.371048894311,1537.44087877166,0047,,0000,RES 057D0000,
315,Nps_244,Triangle,ROCR,840,"Pennsylvania Ave., Between 28th & M Sts., NW",1,,NPS,022,,88.9043137169434,285.32996505997,1195,,0000,RES 00220000,
316,Nps_245,Park,ROCR,893,"Pennsylvania Ave., Between 28th & M Sts., NW",8,,NPS,691,,70.9498126721814,311.650090537925,1194,,0000,RES 06910000,
317,Nps_133,Triangle,ROCR,878,"Mt. Pleasant St, Between 16th St., & Harvard St., NW",8,,NPS,309B,,175.923989470729,1089.0803545808,2594,,0000,RES 309B0000,
318,Nps_130,Triangle,ROCR,893,"16th & Irving Sts., NW",8,,NPS,565,,85.2378819423514,189.863786851286,0000,,0000,RES 05650000,
319,Nps_103,Fort Bunker Hill,ROCR,880,"Perry Pl., Between 13th & 14th Sts., NE","5, 6",,NPS,443,Fort Bunker Hill,686.145920034673,25603.5847914683,3966,,0000,RES 04430000,
320,Nps_124,Curb Parking,ROCR,892,"Lamont & 15th Sts., Extended NE",8,,NPS,361,,42.3958320254939,93.9141603863158,0000,,0000,RES 03610000,
321,Nps_125,Triangle,ROCR,878,Lamont & West Side Of 16th Sts. NW,8,,NPS,309A,,133.307651808227,886.697764656267,2595,E,0000,RES 309A0000,
322,Nps_119,Triangle,ROCR,878,"Park Rd., Between Pine & 16th Sts., NW",8,,NPS,309G,,132.547153001759,760.391533316698,2675,W,0000,RES 309G0000,
323,Nps_090,Barnard Hill,ROCR,832,"24th St., Between Randolph st. & Eastern Ave., NW","6,  8",,NPS,528,Barnard Hill,1446.35294098113,92734.6531245328,4299,,0000,RES 05280000,
324,Nps_062,Fort Totten Park,ROCR,890,"Bates Rd., South Of Riggs Rd., NE",6,,NPS,544,Fort Totten Park,1839.47466122586,169041.218458967,0000,,0000,RES 05440000,
325,Nps_528,Triangle,ROCR,893,"Tilden St. & Reno Rd., NW",8,,NPS,667,,70.8867468007684,228.48635510813,0000,,0000,RES 06670000,
326,Nps_527,Triangle,ROCR,893,"Reno Rd., Between 36th & Warren Sts., NW",10,,NPS,686,,95.0868188153618,328.495847809843,1966,S,0000,RES 06860000,
327,Nps_080,Tenley Circle,ROCR,892,"Nebraska & West Of Wisconsin Aves., NW",8,,NPS,398,Tenley Circle,104.61864491012,576.017240829404,0000,,0000,RES 03980000,
328,Nps_079,Tenley Circle,ROCR,892,"Nebraska & East Of Wisconsin Aves., NW",8,,NPS,399,Tenley Circle,104.767971442829,581.272905663656,0000,,0000,RES 03990000,
329,Nps_082,Triangle,ROCR,878,"Van Ness st., Between 41st & Nebraska Ave. NW",8,,NPS,330B,,298.737783839033,3624.3732895179,0000,,0000,RES 330B0000,
330,Nps_085,Triangle,ROCR,878,"Van Ness st., Between 42nd & Nebraska Ave., NW",8,,NPS,330C,,117.540155544291,557.294791703026,0000,,0000,RES 330C0000,
331,Nps_073,Soapstone Valley,ROCR,846,"Connecticut Ave., Between Linnean Ave. & Yuma St., NW","5, 6",,NPS,402,Soapstone Valley,4702.6632326633,103563.889837993,"2046,2246,2248",,0000,RES 04020000,
332,Nps_526,Triangle,ROCR,893,"Nebraska Ave., Between 45th & Rockwood Pkwy., NW",8,,NPS,587,,62.8087896510019,204.782952346397,0000,,0000,RES 05870000,
333,Nps_066,Dalecarlia Parkway,ROCR,0,"Between Massachusetts Ave. & Loughboro Rd., NW", ,1972-12-14T00:00:00.000Z,NPS,478,Dalecarlia Parkway,6547.44628475777,100654.886530124,0000,,0000,RES 04780000,
334,Nps_088,Triangle,ROCR,878,"5th st., Between Illinois Ave., Upsur St. & Grant Circle",8,,NPS,312A,,121.346519149138,766.540783279053,3242,,0000,RES 312A0000,
335,Nps_084,Grant Circle,ROCR,830,"New Hampshire Ave., Between Illinois Ave. & 5th St. NW",8,,NPS,312,Grant Circle,343.574106508688,9393.57539717828,0000,,0000,RES 03120000,
336,Nps_083,Triangle,ROCR,878,"Illinois Ave., Between 5th & Webster Sts., & Grant Circle",8,,NPS,312I,,124.508732863726,800.127794096511,3225,,0000,RES 312I0000,
337,Nps_091,Center Parking,ROCR,878,"Tilden St. & Linnean Ave., NW",8,,NPS,308A,,260.316287100479,1661.23629593331,0000,,0000,RES 308A0000,
338,Nps_097,Ward Circle,ROCR,893,"Massachusetts & Nebraska Aves., NW",8,,NPS,572,,135.575469183511,542.193385380399,0000,,0000,RES 05720000,
339,Nps_492,Shepherd Parkway,NACE,848,"South Capitol St. & 2nd St., SE & SW","5, 6, 9",,NPS,421,Shepherd Parkway,2596.03263851118,136312.613979507,0000,,0000,RES 04210000,
340,Nps_489,Shepherd Parkway,NACE,848,"South Capitol St. & 2nd St., SE & SW","5, 6, 9",,NPS,421,Shepherd Parkway,2661.1400010209,149636.412601111,0000,,0000,RES 04210000,
341,Nps_490,Shepherd Parkway,NACE,848,"South Capitol St. & 2nd St., SE & SW","5, 6, 9",,NPS,421,Shepherd Parkway,780.329144473536,9466.69881696415,0000,,0000,RES 04210000,
342,Nps_072,Sherman Circle,ROCR,845,"7th & Crittenden Sts. To Kansas & Illinois Aves., NW",8,,NPS,369,Sherman Circle,344.260640169908,9431.10817630115,0000,,0000,RES 03690000,
343,Nps_036,Triangle,ROCR,892,"Missouri Ave., Between Madison & 5th Sts., NW",8,,NPS,348,,114.126069110643,604.085622807115,3262,,0000,RES 03480000,
344,Nps_026,Triangle,ROCR,892,"Missouri Ave., Between Marietta Pl. & 8th St., NW",8,,NPS,346,,201.682792933605,1424.5886342605,3155,N,0000,RES 03460000,
345,Nps_024,Triangle,ROCR,892,"Missouri Ave., Between Nicholson & 8th Sts. , NW",8,,NPS,345,,148.821167827839,740.477041484748,2985,S,0000,RES 03450000,
346,Nps_012,Francis G. Newlands Park (Little Forest),ROCR,893,"Military rd., Between 28th & 30th sts., NW",10,,NPS,668,Francis G. Newlands Park,741.805622845939,35377.61399087,2299,,0000,RES 06680000,
347,Nps_525,Triangle,ROCR,893,"Connecticut Ave., Between Fessenden & 36th Sts., NW",8,,NPS,573,,44.3433491947029,87.1801776538523,0000,,0000,RES 05730000,
348,Nps_056,Fort Circle Park,ROCR,832,"Fort Reno Park To Rock Creek Park , NW",6,,NPS,515,Fort Circle Park,162.999427981536,1190.00232351332,1982,,0000,RES 03970000,
349,Nps_054,Triangle,ROCR,893,"Fessenden St., Between Reno Rd. & Nebraska Ave., NW",6,,NPS,643,,160.418115976519,1232.12243279856,1984,,0000,RES 06430000,
350,Nps_049,Fort Bayard Park,ROCR,879,"Western Ave., Between 46th & 47th sts., NW",6,,NPS,359,Fort Bayard Park,528.926793923639,16852.7853153874,1543,,0000,RES 03590000,
351,Nps_518,Curb Parking,ROCR,878,Western Ave. & Patterson St. NW,8,,NPS,335,,92.7833193839444,509.404819661443,0000,,0000,RES 03350000,
352,Nps_005,Triangle,ROCR,892,"Connecticut Ave., South Of Chevy Chase Circle, NW",8,,NPS,468,,90.0514437306802,137.357472621831,0000,,0000,RES 04680000,
353,Nps_004,Chevy Chase Circle,ROCR,892,"Western & Connecticut Aves., NW",8,,NPS,335A,Chevy Chase Circle,210.269770253849,2895.58525623928,1746,,0000,RES 335A0000,
354,Nps_002,Pinehurst Parkway,ROCR,859,"Pinehurst Circle To Rock Creek Park, NW",6,,NPS,545,Pinehurst Parkway,4477.99818666589,67400.1727025829,"2359,2362",,0000,RES 05450000,
355,Nps_194,Triangle,NACC,877,"Florida Ave., Between Q & West Of North Capitol St.",1,,NPS,277,,37.4142407822606,52.6535754936262,0000,,0000,RES 02770000,
356,Nps_424,East Potomac Park,NACC,805,"Hains Pt. Below Long Railroad Bridge, SW",9,,NPS,333,East Potomac Park,7099.3277456875,1534639.07699249,PAR ,,0005,PAR 03160005,0316
357,Nps_371,"The Mall, Smithsonian Grounds",NACC,802,"12th To 9th Sts NW & Constitution Ave., NW To Independence Ave.",1,,NPS,003,The National Mall,6629.89855714682,370692.938494085,PAR ,,0006,PAR 03160006,0316
358,Nps_519,Rock Creek & Potomac Parkway,ROCR,844,"Along Rock Creek, Between Zoo & Theodore Roosevelt Bridge","2, 6, 8",,NPS,360,Rock Creek & Potomac Parkway,13589.1255043196,723644.634055238,0000,,0000,RES 03600000,
359,Nps_517,Curb Parking,ROCR,878,"Jenifer & 41st St., At Belt Rd., NW",8,,NPS,326C,,87.9370230910388,349.502154390604,1741,,0815,1741    0815,
360,Nps_501,Buzzard Point,NACE,893,"Anacostia River, Between 1st & Water Sts., SW",6,,NPS,629,Buzzard Point,410.842698096063,8799.20175127449,0667,S,0804,0667S   0804,
361,Nps_497,Bald Eagle Hill,NACE,832,"Giesboro Rd. & Southern Ave., SW",6,,NPS,561,Bald Eagle Hill,1543.72224085908,88632.2262323209,0000,,0000,RES 05610000,
362,Nps_540,Baltimore Washington Parkway,NACE,842,DC Line To Md Rt. 176,9,,NPS,688,Baltimore Washington Parkway,686.922434057051,19156.9132303853,0000,,0000,RES 06880000,
363,Nps_006,Fort Stevens Park,ROCR,889,"13th St., Between Piney Branch Rd. & Rittenhouse St., NW","5, 6",,NPS,358,Fort Stevens Park,400.933497826111,11222.1883975874,"2939,2940",,0000,RES 03580000,
364,Nps_008,Fort Circle Park,ROCR,832,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,169.583000030997,1383.23100514038,"2939,2940",,0000,RES 03580000,
365,Nps_483,Battery Ricketts,NACE,832,"Fort Pl. Between Pearson & Bruce Pl., SE",6,,NPS,575,Battery Ricketts,861.206362957249,40586.3663936152,5745,,0060,5745    0060,
366,Nps_402,Triangle,NACE,840,"Pennsylvania Ave., Between 5th & C Sts.SE",1,,NPS,041,,238.335432915987,1633.42597222495,0819,S,0000,RES 00390000,
367,Nps_395,Triangle,NACE,840,"Pennsylvania Ave., Between 5th & C Sts.SE",1,,NPS,040,,242.253970995109,1650.16193492924,0819,S,0000,RES 00400000,
368,Nps_386,"Anacostia Park, Section F",NACE,831,"Anacostia River, Between Benning & Railroad Bridges","6, 9",,NPS,343F,Anacostia Park,712.625265756733,31052.66662147,1121,,0802,1121    0802,
369,Nps_305,Triangle,NACE,877,"Maryland Ave., & G st. East Of 13th St.,, NE",1,,NPS,212,,30.3382203377662,40.5764005507431,0000,,0000,RES 02120000,
370,Nps_300,Triangle (Juarez Statue Site),NACC,875,New Hampshire & Virginia Aves. To 25th & G Sts. NW,1,,NPS,134,,100.330584124692,458.521658092325,"0008,0017","E,S",0000,RES 01340000,
371,Nps_140,Park,ROCR,836,"Garfield St., Between Fulton St. & Foxhall Rd., NW","6, 8",,NPS,529,,862.30337137303,27143.992828957,"1339,1340,1381,1615",,0000,RES 05290000,
372,Nps_138,Park,ROCR,836,"Garfield St., Between Fulton St. & Foxhall Rd., NW","6, 8",,NPS,529,,931.56427778673,30058.1248098703,"1339,1340,1381,1615",,0000,RES 05290000,
373,Nps_115,Fort Circle Park,ROCR,832,"Palisades Park to American University, NW",6,,NPS,530,Fort Circle Park,3303.37219189699,211486.222202399,PAR ,,0002,PAR 03030002,0303
374,Nps_121,Battery Kemble Park,ROCR,884,"Chain Bridge Rd., South Of Nebraska Av. & Little Falls Rd.",6,,NPS,521,Battery Kemble Park,460.206394841241,12079.0642746899,PAR ,,0002,PAR 03030002,0303
375,Nps_095,Ward Circle,ROCR,893,"Massachusetts & Nebraska Aves., NW",8,,NPS,572,,134.832005946848,533.576300438881,0000,,0000,RES 05720000,
376,Nps_096,Ward Circle,ROCR,893,"Massachusetts & Nebraska Aves., NW",8,,NPS,572,Ward Circle,174.667591956791,2019.61282681971,0000,,0000,RES 05720000,
377,Nps_228,Potomac Palisades Parkway,ROCR,847,"Key Bridge To DC Line, NW","5, 6, 7, 8, 9",,NPS,404,,1887.07222132023,35466.9617323881,0000,,0000,RES 04040000,
378,Nps_126,Potomac Palisades Parkway,CHOH,847,"Key Bridge To DC Line, NW","5, 6, 7, 8, 9",,NPS,404,Potomac Palisades Parkway,13320.2242224037,849353.987782295,0000,,0000,RES 04040000,
379,Nps_160,Potomac Palisades Parkway,ROCR,847,"Key Bridge To DC Line, NW","5, 6, 7, 8, 9",,NPS,404,,1340.30907413445,10119.231768015,0000,,0000,RES 04040000,
380,Nps_142,Chesapeake & Ohio Canal National Historical Park,CHOH,412, , ,,NPS,404,,187.432397673637,1267.1662347648,0000,,0000,RES 04040000,
381,Nps_122,"Clara Barton Parkway, Maryland",GWMP,851,"DC Line To Great Falls, MD","6, 9",,NPS,404M2,Clara Barton Parkway,1532.1862815143,35214.9543567332,0000,,0000,RES 04040000,
382,Nps_108,Chesapeake & Ohio Canal National Historical Park,CHOH,412, , ,,NPS,404,Chesapeake & Ohio Canal National Historical Park,2535.62886931218,282859.788215996,0000,,0000,RES 04040000,
383,Nps_118,Woodley Park,ROCR,893,"Cortland Pl. & Devonshire Pl ., NW","6, 8",,NPS,635,Woodley Park,860.30783749946,12259.6282341533,2103,,0804,2103    0804,
384,Nps_254,Chesapeake & Ohio Canal National Historical Park,CHOH,412,From Rock Creek and Potomac Parkway Along Potomac River To DC Line,4,,NPS,404,,191.525579079444,1778.03553541463,0000,,0000,RES 04040000,
385,Nps_253,Chesapeake & Ohio Canal National Historical Park,CHOH,412,From Rock Creek and Potomac Parkway Along Potomac River To DC Line,4,,NPS,404,,185.257962813669,1344.34790369224,0000,,0000,RES 04040000,
386,Nps_252,Chesapeake & Ohio Canal National Historical Park,CHOH,412,From Rock Creek and Potomac Parkway Along Potomac River To DC Line,4,,NPS,404,,285.219363426182,2796.56110330779,0000,,0000,RES 04040000,
387,Nps_251,Chesapeake & Ohio Canal National Historical Park,CHOH,412,From Rock Creek and Potomac Parkway Along Potomac River To DC Line,4,,NPS,404,Chesapeake & Ohio Canal National Historical Park,1284.26901818799,14900.4797366628,0000,,0000,RES 04040000,
388,Nps_249,Potomac Palisades Parkway,CHOH,847,"Key Bridge To DC Line, NW","5, 6, 7, 8, 9",,NPS,404,,328.431374702152,5759.54451371966,0000,,0000,RES 04040000,
389,Nps_153,Potomac Palisades Parkway,ROCR,847,"Key Bridge To DC Line, NW","5, 6, 7, 8, 9",,NPS,404,Potomac Palisades Parkway,5202.38288916174,107758.481800729,0000,,0000,RES 04040000,
390,Nps_129,Woodley Park,ROCR,893,"Cortland Pl. & Devonshire Pl ., NW","6, 8",,NPS,635,,211.751818564903,1018.84462086539,"2084,2103,2214,2215,2216",,0000,RES 03560000,
391,Nps_545,Rock Creek Park & Piney Branch Parkway,ROCR,821,"Klingle Rd. To DC Line, West Of 16th St., NW","5,6,7,8",,NPS,339,Rock Creek Park & Piney Branch Parkway,55996.0362252922,6840971.69903746,"2084,2103,2214,2215,2216",,0000,RES 03560000,
392,Nps_141,Potomac Palisades Parkway,ROCR,847,"Key Bridge To DC Line, NW","5, 6, 7, 8, 9",,NPS,404,Potomac Palisades Parkway,2828.27606461431,71039.7692251102,1412,,0824,1412    0824,
393,Nps_542,Baltimore Washington Parkway,NACE,842,DC Line To Md Rt. 176,9,,NPS,688,Baltimore Washington Parkway,1592.67616588567,48256.4532408178,0000,,0000,RES 343G0000,
394,Nps_506,"Anacostia Park, Section G",NACE,831,Anacostia River (both Banks) Between DC Line & Benning Rd.,"6, 9",,NPS,343G,Anacostia Park,4851.41543393556,199847.445056828,0000,,0000,RES 343G0000,
395,Nps_541,"Anacostia Park, Section G",NACE,831,Anacostia River (both Banks) Between DC Line & Benning Rd.,"6, 9",,NPS,343G,Anacostia Park,13030.5649581455,1371544.73581028,0000,,0000,RES 343G0000,
396,Nps_175,"Anacostia Park, Section G",NACE,831,Anacostia River (both Banks) Between DC Line & Benning Rd.,"6, 9",,NPS,343G,Anacostia Park,1123.13715001374,20391.8049269337,0000,,0000,RES 343G0000,
397,Nps_182,"Anacostia Park, Section G",NACE,831,Anacostia River (both Banks) Between DC Line & Benning Rd.,"6, 9",,NPS,343G,Anacostia Park,290.723667621481,2918.08089412257,0000,,0000,RES 343G0000,
398,Nps_183,"Anacostia Park, Section G",NACE,831,Anacostia River (both Banks) Between DC Line & Benning Rd.,"6, 9",,NPS,343G,Anacostia Park,70.0887589227684,336.533535042342,0000,,0000,RES 343G0000,
399,Nps_185,"Anacostia Park, Section G",NACE,831,Anacostia River (both Banks) Between DC Line & Benning Rd.,"6, 9",,NPS,343G,Anacostia Park,198.895849363675,1153.01770687944,0000,,0000,RES 343G0000,
400,Nps_207,"Anacostia Park, Section G",NACE,831,Anacostia River (both Banks) Between DC Line & Benning Rd.,"6, 9",,NPS,343G,Anacostia Park,8049.69509699018,668119.420629201,0000,,0000,RES 343G0000,
401,Nps_220,"Anacostia Park, Section G",NACE,831,Anacostia River (both Banks) Between DC Line & Benning Rd.,"6, 9",,NPS,343G,Anacostia Park,525.209162073827,9583.77762273805,0000,,0000,RES 343G0000,
402,Nps_240,"Anacostia Park, Section G",NACE,831,Anacostia River (both Banks) Between DC Line & Benning Rd.,"6, 9",,NPS,343G,Anacostia Park,298.076098150399,4485.37655183615,0000,,0000,RES 343G0000,
403,Nps_267,"Anacostia Park, Section G",NACE,831,Anacostia River (both Banks) Between DC Line & Benning Rd.,"6, 9",,NPS,343G,Anacostia Park,593.517504090319,12568.1932177116,0000,,0000,RES 343G0000,
404,Nps_189,Brentwood Park (Patterson Tract),NACC,849,"6th st., Between New York & Florida Aves., NE",6,,NPS,495,Brentwood Park,1117.23010094649,72996.5175373664,3594,,0000,RES 04950000,
405,Nps_173,Brentwood Park (Patterson Tract),NACC,849,"6th st., Between New York & Florida Aves., NE",6,,NPS,495,Brentwood Park,707.989793953964,19252.4866414781,3594,,0000,RES 04950000,
406,Nps_290,Fort Circle Park,NACE,832,"Anacostia Park To Fort Mahan Park, NE","6, 8",,NPS,523,Fort Circle Park,182.88035415113,929.033888303223,"5071,5076,5077,5094",E,0000,RES 05230000,
407,Nps_289,Fort Circle Park,NACE,832,"Anacostia Park To Fort Mahan Park, NE","6, 8",,NPS,523,Fort Circle Park,292.210429248409,2412.71621557349,"5071,5076,5077,5094",E,0000,RES 05230000,
408,Nps_298,Fort Circle Park,NACE,832,"Anacostia Park To Fort Mahan Park, NE","6, 8",,NPS,523,Fort Circle Park,298.704603001475,2452.65020403268,"5071,5076,5077,5094",E,0000,RES 05230000,
409,Nps_302,Fort Circle Park,NACE,832,"Anacostia Park To Fort Mahan Park, NE","6, 8",,NPS,523,Fort Circle Park,243.840501055121,1783.74569862621,"5071,5076,5077,5094",E,0000,RES 05230000,
410,Nps_382,"Anacostia Park, Section F",NACE,831,"Anacostia River, Between Benning & Railroad Bridges","6, 9",,NPS,343F,Anacostia Park,508.325884070004,12476.1950017522,0000,,0000,RES 343F0000,
411,Nps_509,"West Potomac Park, Lincoln Mem., Viet. Vet. Mem., FDR Mem",NACC,801,"Constitution Ave., Between 17th st. & the Potomac River",9,,NPS,332,National Mall & Memorial Parks,5759.3165677561,1024389.08538885,0000,,0000,RES 03320000,
412,Nps_351,Fort Circle Park,NACE,832,"Fort Mahan Park To Fort Dupont Park, SE",6,,NPS,500,Fort Circle Park,1599.24565095785,44887.8589562446,"5083,5084,5396,5397,5398,5400,5403,5407",,0000,RES 05000000,
413,Nps_385,Fort Circle Park,NACE,832,"Fort Mahan Park To Fort Dupont Park, SE",6,,NPS,500,Fort Circle Park,1273.36433429662,50632.8817681867,"5083,5084,5396,5397,5398,5400,5403,5407",,0000,RES 05000000,
414,Nps_396,Fort Circle Park,NACE,832,"Fort Mahan Park To Fort Dupont Park, SE",6,,NPS,500,Fort Circle Park,1654.5340765529,72260.2917933277,"5083,5084,5396,5397,5398,5400,5403,5407",,0000,RES 05000000,
415,Nps_414,Fort Dupont Park,NACE,883,"Minnesota & Massachusetts Aves., SE","5, 6, 7, 10",,NPS,405,Fort Dupont Park,5242.10851851955,1480317.47833614,MULTI-SQUARES & PARCELS,,0000,RES 04050000,
416,Nps_467,Fort Circle Park,NACE,832,"Fort Dupont To Fort Stanton Park, SE","6, 8",,NPS,518,Fort Circle Park,2120.49779942573,91782.5661795131,MULTI-SQUARES & PARCELS,,0000,RES 05180000,
417,Nps_471,Fort Circle Park,NACE,832,"Fort Dupont To Fort Stanton Park, SE","6, 8",,NPS,518,Fort Circle Park,1739.42594314439,119968.464911673,MULTI-SQUARES & PARCELS,,0000,RES 05180000,
418,Nps_470,Fort Circle Park,NACE,832,"Fort Dupont To Fort Stanton Park, SE","6, 8",,NPS,518,Fort Circle Park,2072.42083979698,131960.668245322,MULTI-SQUARES & PARCELS,,0000,RES 05180000,
419,Nps_475,Fort Circle Park,NACE,832,"Fort Dupont To Fort Stanton Park, SE","6, 8",,NPS,518,Fort Circle Park,1482.57121748556,71724.1707980111,MULTI-SQUARES & PARCELS,,0000,RES 05180000,
420,Nps_477,Fort Circle Park,NACE,832,"Fort Dupont To Fort Stanton Park, SE","6, 8",,NPS,518,Fort Circle Park,152.010384632875,1099.44029552485,MULTI-SQUARES & PARCELS,,0000,RES 05180000,
421,Nps_480,Fort Circle Park,NACE,832,"Fort Dupont To Fort Stanton Park, SE","6, 8",,NPS,518,Fort Circle Park,1560.86312008728,98854.23296136,MULTI-SQUARES & PARCELS,,0000,RES 05180000,
422,Nps_482,Fort Circle Park,NACE,832,"Fort Dupont To Fort Stanton Park, SE","6, 8",,NPS,518,Fort Circle Park,517.079165830607,16057.5613414301,5740,,0032,5740    0032,
423,Nps_491,Oxon Run Parkway,NACE,856,"Mississippi Ave., Between 1st St. & Southern Ave., SE",6,,NPS,501,Oxon Run Parkway,4075.17599341665,398618.533991262,0000,,0000,RES 05010000,
424,Nps_481,Fort Stanton Park,NACE,888,"North Of Erie St., Between Pearson Pl. & 16th Sts., SE","5, 6, 8",,NPS,412,Fort Stanton Park,2880.13221119234,213000.848914326,"5744,5749,5751,5752,5755,5778,5797,5815,5818,5819",,,RES 04120000,
425,Nps_488,Fort Circle Park,NACE,832,"Fort Stanton Park To St. Elizabeth Hospital, SE","6, 9",,NPS,519,Fort Circle Park,662.169154205547,13053.3001002705,"5744,5819,5833,5834,5876,5880,5884",,,RES 05190000,
426,Nps_484,Fort Circle Park,NACE,832,"Fort Stanton Park To St. Elizabeth Hospital, SE","6, 9",,NPS,519,Fort Circle Park,1154.03365768499,64402.477420652,"5744,5819,5833,5834,5876,5880,5884",,,RES 05190000,
427,Nps_485,Fort Circle Park,NACE,832,"Fort Stanton Park To St. Elizabeth Hospital, SE","6, 9",,NPS,519,Fort Circle Park,1561.72724697716,45093.9656925037,"5744,5819,5833,5834,5876,5880,5884",,,RES 05190000,
428,Nps_025,Fort Circle Park,ROCR,832,"Fort Stevens Park To Fort Slocum Park, NW","6, 8",,NPS,494,Fort Circle Park,429.638465298752,4835.44737158375,MULTI-SQUARES & PARCELS,,0000,RES 04940000,
429,Nps_120,Fort Circle Park,ROCR,832,"Barnard Hill To Ft. Lincoln, NE",6,,NPS,520,Fort Circle Park,320.697421750413,3403.99816182464,4303,,0000,RES 05200000,
430,,,,,,<Null>,,,,,537.725539439664,17951.2680478382,1818,,0849,1818    0849,
431,,,ROCR,,"South Dakota Ave., between 24th St. & Rhode Island Ave., NE
",<Null>,,NPS,313B,,119.265260472428,648.109562475893,0000,,0000,RES 313B0000,
432,,,ROCR,,"Harewood Rd., between 4th St. & Michigan Ave., NE",<Null>,,NPS,614,,67.920971610009,176.00539314567,0000,,0000,RES 06140000,
433,,,,,"New Hampshire Ave. & 15th St., south of W St., NW
",<Null>,,NPS,148,,30.4518832292228,42.7605535499759,0000,,0000,RES 01480000,
434,,,NAMA,,"Louisiana Ave., C & 1st Sts., NW",<Null>,,NPS,727,,98.4022434344452,445.633560945876,0633,,0000,RES 07270000,
435,,,NAMA,,"D St., Louisiana & New Jersey Aves., NW",<Null>,,NPS,728,,189.915549741225,1637.40794087125,0632,,0000,RES 07280000,
436,,,NAMA,,"1901 Maryland Ave., between 12th & D Sts., SW",<Null>,,NPS,197,,121.167462055376,450.905985168116,0000,,0000,RES 01970000,
437,,,NAMA,,"Virginia Ave., between Delaware Ave. & E St., NW",<Null>,,NPS,120,,78.5113891195468,132.888565656371,0000,,0000,RES 01200000,
438,,,,,"South Capitol St., between Washington Ave. (Canal St.) and E St., SW
",<Null>,,NPS,6G,,115.910866430479,590.717682679481,0000,,0000,RES 006G0000,
439,,,,,"North Carolina Ave., between E St. & east of 1st St., SE",<Null>,1969-01-30T00:00:00.000Z,NPS,229,,188.651419846905,828.352380322144,0000,,0000,RES 02290000,
