element_1,element_2,track_name,playlist_genre,playlist_subgenre,track_artist,track_popularity,selected_artist,point_size_selected_artist,track_name_selected_artist,genre_selected_artist
3.2169049801256797,7.161249475128998,My Friend,pop,dance pop,Yves V,54,,0.7,NA,NA
2.849423484041549,6.321906207376659,On & On,pop,dance pop,Alok,79,,0.7,NA,NA
-1.825525091673091,-8.239917690208168,Juliet & Romeo,pop,dance pop,Martin Solveig,72,,0.7,NA,NA
-0.9850737781844565,5.913375061399483,All Around The World (La La La),pop,dance pop,R3HAB,80,,0.7,NA,NA
0.937131733856318,8.031918146200583,Are You Lonely (feat. ISÁK),pop,dance pop,Steve Aoki,47,,0.7,NA,NA
0.05155025981480332,-6.904251752613883,No More (feat. Brenda Mullen) ,pop,dance pop,Alex Gaudino,19,,0.7,NA,NA
-3.073589814344089,8.103890426644098,Close Your Eyes,pop,dance pop,Felix Jaehn,79,,0.7,NA,NA
0.6801331141208876,7.387325858050311,Buzzing (with Nevve),pop,dance pop,Audien,59,,0.7,NA,NA
0.2838854417173983,9.221635112131894,Never Be Alone (feat. Aloe Blacc),pop,dance pop,David Guetta,68,,0.7,NA,NA
-2.285042645605899,-8.052363745291089,Roses ,pop,dance pop,SAINt JHN,72,,0.7,NA,NA
-1.555889197376772,7.636276838625388,Insane,pop,dance pop,Ofenbach,66,,0.7,NA,NA
2.778188407238474,-5.327500219518179,Daydreams ,pop,dance pop,ARTY,59,,0.7,NA,NA
0.17379396409354478,-9.105541348523092,Only Want You ,pop,dance pop,Rita Ora,64,,0.7,NA,NA
0.5605914977331725,-5.416070770235392,Woke Up Late (feat. Hailee Steinfeld) ,pop,dance pop,Drax Project,41,,0.7,NA,NA
0.529892450737774,-5.553164105982868,Not Ok ,pop,dance pop,Kygo,66,,0.7,NA,NA
1.7083362239335005,7.446403738245817,Heaven (feat. Veronica),pop,dance pop,Dzeko,68,,0.7,NA,NA
1.2848553092261792,6.899457590609412,Sixteen ,pop,dance pop,Ellie Goulding,66,,0.7,NA,NA
-0.1557386673811838,-6.858349251555892,Don’t Give Up On Me Now (with Julie Bergan),pop,dance pop,R3HAB,63,,0.7,NA,NA
-0.9044859902987581,-8.855212493893747,Brave,pop,dance pop,Don Diablo,68,,0.7,NA,NA
2.7349079888845074,7.050491565271562,Carry On ,pop,dance pop,Kygo,67,,0.7,NA,NA
-0.2979900882351032,-8.832660399219499,Magnets (feat. Sophie Simmons),pop,dance pop,Sam Feldt,62,,0.7,NA,NA
1.4287605291921537,-5.878715408780588,Don't Give Up On Me,pop,dance pop,Andy Grammer,9,,0.7,NA,NA
0.45953624647194424,-7.867199326994044,Found Love (feat. Lovespeake),pop,dance pop,MOTi,59,,0.7,NA,NA
-0.44783409051369294,-5.538826749704225,These Are The Times (feat. JRM),pop,dance pop,Martin Garrix,71,,0.7,NA,NA
-2.2141540813484033,-8.511182055097995,Wherever You Go,pop,dance pop,Jonas Blue,21,,0.7,NA,NA
-1.2343091488744489,-6.2816345551685995,Happy Now,pop,dance pop,Kygo,81,,0.7,NA,NA
-1.0964387515043073,-8.687393555300167,Roots,pop,dance pop,Valerie Broussard,69,,0.7,NA,NA
0.08708718041581145,-7.5236977495623245,All The Lies ,pop,dance pop,Alok,56,,0.7,NA,NA
2.7797768346081897,-5.833975668178967,High Hopes ,pop,dance pop,Panic! At The Disco,60,,0.7,NA,NA
-0.26277845339355266,-6.165287822387373,Summer Air (feat. Trevor Guthrie),pop,dance pop,Hardwell,40,,0.7,NA,NA
-2.2940442500107965,6.590503272339296,Can We Pretend (feat. Cash Cash) ,pop,dance pop,P!nk,57,,0.7,NA,NA
-1.6642544782195514,-7.554812709064388,Bruises ,pop,dance pop,Lewis Capaldi,70,,0.7,NA,NA
1.2411779025861447,7.763308171114173,Insomnia ,pop,dance pop,Daya,63,,0.7,NA,NA
-1.5372188576314154,-8.801976514699874,Don't Worry Bout Me ,pop,dance pop,Zara Larsson,65,,0.7,NA,NA
-3.768082107997879,-4.441634853010629,I Miss Myself ,pop,dance pop,NOTD,56,,0.7,NA,NA
