element_1,element_2,track_name,playlist_genre,playlist_subgenre,track_artist,track_popularity,selected_artist,point_size_selected_artist,track_name_selected_artist,genre_selected_artist,popular_tracks_selected_artist
0.5119363004901925,8.14452116559603,Flames,pop,dance pop,David Guetta,57,,0.1,NA,NA,NA
0.7221669006590034,10.6779225392465,This Is What You Came For,pop,dance pop,Calvin Harris,79,,0.1,NA,NA,NA
2.947363257375906,-6.43765577196154,Wake Me Up,pop,dance pop,Avicii,84,,0.1,NA,NA,NA
0.32506496186640393,-8.589568713527827,In My Mind,pop,dance pop,Dynoro,84,,0.1,NA,NA,NA
1.975226742782762,7.522205958545548,Titanium (feat. Sia),pop,dance pop,David Guetta,66,,0.1,NA,NA,NA
1.3829004446711624,-7.759169995083227,Where Are Ü Now,pop,dance pop,Skrillex,8,,0.1,NA,NA,NA
-1.4702647057407165,-9.025220714607508,Firework,pop,dance pop,Katy Perry,64,Katy Perry,0.5,Firework,pop,NA
-1.0803206162251453,9.186009751368559,Mi Gente (feat. Beyoncé),pop,dance pop,J Balvin,61,,0.1,NA,NA,NA
1.0005455722010315,10.091477764201805,Don't You Worry Child ,pop,dance pop,Swedish House Mafia,27,,0.1,NA,NA,NA
-0.8365955737497092,-5.064408315282891,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",pop,dance pop,Justin Timberlake,74,,0.1,NA,NA,NA
-0.06594142617415337,-4.206442105741823,Anything Could Happen,pop,dance pop,Ellie Goulding,57,,0.1,NA,NA,NA
-2.883115972100385,-8.563484365180617,Poker Face,pop,dance pop,Lady Gaga,69,,0.1,NA,NA,NA
1.4987391502917453,9.49038462735837,How Deep Is Your Love,pop,dance pop,Calvin Harris,77,,0.1,NA,NA,NA
1.193631323262203,9.335497451499245,In Your Eyes (feat. Alida),pop,dance pop,Robin Schulz,74,,0.1,NA,NA,NA
1.2036531298284288,8.887058012313235,Wish You Well (with Sigala),pop,dance pop,Sigala,5,,0.1,NA,NA,NA
0.724922803084406,-7.889219620454408,Dive,pop,dance pop,Hot Shade,68,,0.1,NA,NA,NA
4.12266682396798,4.524708562428406,No Goodbye,pop,dance pop,Paul Kalkbrenner,65,,0.1,NA,NA,NA
-0.39782932702674834,-5.369199298340453,Work,pop,dance pop,MOTi,58,,0.1,NA,NA,NA
-1.5600893153302129,10.891052351974356,Instagram,pop,dance pop,Dimitri Vegas & Like Mike,81,,0.1,NA,NA,NA
0.2150780331715999,-8.886404776215832,Better Off Without You (feat. Shift K3Y),pop,dance pop,Becky Hill,68,,0.1,NA,NA,NA
-0.14741852151485285,8.647532571451807,Butterfly,pop,dance pop,Molella,43,,0.1,NA,NA,NA
-0.7037827079843946,-7.507133096657667,All The Love You Got,pop,dance pop,MOTi,57,,0.1,NA,NA,NA
0.8718815731136709,-8.594171503504441,Love Is Not Enough,pop,dance pop,GATTÜSO,58,,0.1,NA,NA,NA
0.22468641783215257,6.676853782261512,Lose Control,pop,dance pop,MEDUZA,91,,0.1,NA,NA,NA
-1.903104957110203,-4.064703888344442,I Wanna Dance,pop,dance pop,Jonas Blue,67,,0.1,NA,NA,NA
3.0082401477415566,-5.365052862894975,After The Landslide ,pop,dance pop,Matt Simons,42,,0.1,NA,NA,NA
0.8340570466368046,-5.17824902414635,Midnight Hour with Boys Noize & Ty Dolla $ign,pop,dance pop,Skrillex,70,,0.1,NA,NA,NA
-2.6168266044445954,7.384277729129405,Pon de Replay,pop,dance pop,Ed Marquis,64,,0.1,NA,NA,NA
-2.2108448503752967,-8.772011869085059,So Close,pop,dance pop,NOTD,79,,0.1,NA,NA,NA
-0.4120901239468743,-3.5485892521358977,Look Into My Eyes,pop,dance pop,Brando,48,,0.1,NA,NA,NA
-1.2196041885304756,-3.6672560984561833,Not in Control,pop,dance pop,Glaceo,53,,0.1,NA,NA,NA
-2.0586147051456667,-7.873290131132878,BLUE,pop,dance pop,Tiësto,75,,0.1,NA,NA,NA
-3.447512285562868,6.610922317107154,Don't Waste My Time,pop,dance pop,Kharfi,46,,0.1,NA,NA,NA
-0.710686600291957,-6.303674700580766,Beat Of My Heart,pop,dance pop,Lost Frequencies,67,,0.1,NA,NA,NA
-3.3374488394028106,5.947685087253536,Don't Start Now ,pop,dance pop,Dua Lipa,65,,0.1,NA,NA,NA
0.6162716326241579,7.510086786498723,Drunken Truth,pop,dance pop,Steve Void,56,,0.1,NA,NA,NA
-0.7132394115300473,6.659847347871928,Jacques,pop,dance pop,Jax Jones,42,,0.1,NA,NA,NA
-0.19332398286041386,9.46447187191544,Stay (Don't Go Away) [feat. Raye],pop,dance pop,David Guetta,74,,0.1,NA,NA,NA
1.6951777780064794,8.593801951147615,Solid Gold,pop,dance pop,PNAU,65,,0.1,NA,NA,NA
1.4702937239520057,-5.6870601540248185,One Life,pop,dance pop,Mike Perry,64,,0.1,NA,NA,NA
0.20718628525294652,8.372380407736161,All ‘Bout The Money,pop,dance pop,FAULHABER,51,,0.1,NA,NA,NA
